"annotation_id","annotator","created_at","id","label","lead_time","title","updated_at"
550,"1","2023-08-25T08:34:54.994812Z",750649,"[{""start"":20,""end"":123,""text"":""В отчете по выполненным работам некорректно отображается информация в столбце \""Марка установленного ПУ\"""",""labels"":[""TITLE""]},{""start"":12,""end"":19,""text"":""1102264"",""labels"":[""ID""]},{""start"":1,""end"":9,""text"":""МОЭСК МС"",""labels"":[""PROJECT""]}]",14.965,"[МОЭСК МС] #1102264 В отчете по выполненным работам некорректно отображается информация в столбце ""Марка установленного ПУ""","2023-08-25T08:34:54.994866Z"
551,"1","2023-08-25T08:35:03.876822Z",557961,"[{""start"":23,""end"":111,""text"":""Ошибка в отработке регламентной процедуры \""OmniUS. 20 Сбор данных из мобильных сервисов\"""",""labels"":[""TITLE""]},{""start"":0,""end"":11,""text"":""МРСК СевКав"",""labels"":[""PROJECT""]},{""start"":16,""end"":21,""text"":""43828"",""labels"":[""ID""]}]",7.539,"МРСК СевКав. HD-43828  Ошибка в отработке регламентной процедуры ""OmniUS. 20 Сбор данных из мобильных сервисов""","2023-08-25T08:35:03.876876Z"
552,"1","2023-08-25T08:35:12.991384Z",750638,"[{""start"":21,""end"":59,""text"":""Подтвержденный не прогрузились в Омнис"",""labels"":[""TITLE""]},{""start"":12,""end"":19,""text"":""1632405"",""labels"":[""ID""]},{""start"":1,""end"":9,""text"":""МРСК ЦиП"",""labels"":[""PROJECT""]}]",7.431,"[МРСК ЦиП] #1632405  Подтвержденный не прогрузились в Омнис","2023-08-25T08:35:12.991440Z"
553,"1","2023-08-25T08:35:23.833889Z",744190,"[{""start"":19,""end"":74,""text"":"" Невозможно отредактировать акт замены в АРМ диспетчера"",""labels"":[""TITLE""]},{""start"":12,""end"":19,""text"":""1092358"",""labels"":[""ID""]},{""start"":1,""end"":9,""text"":""МОЭСК МС"",""labels"":[""PROJECT""]}]",9.562,"[МОЭСК МС] #1092358 Невозможно отредактировать акт замены в АРМ диспетчера","2023-08-25T08:35:23.833942Z"
554,"1","2023-08-25T08:35:36.310191Z",621774,"[{""start"":18,""end"":48,""text"":""МЛ Выполнен до окончания срока"",""labels"":[""TITLE""]},{""start"":0,""end"":6,""text"":""МОЭСК "",""labels"":[""PROJECT""]},{""start"":10,""end"":16,""text"":""905642"",""labels"":[""ID""]}]",11.101,"МОЭСК (SD 905642) МЛ Выполнен до окончания срока","2023-08-25T08:35:36.310242Z"
555,"1","2023-08-25T08:35:55.842498Z",733374,"[{""start"":19,""end"":139,""text"":""Запрос на изменение \""Необходимо реализовать возможность автоматического отправлении в КИС Баланс МЛ после срока действия"",""labels"":[""TITLE""]},{""start"":142,""end"":146,""text"":""4614"",""labels"":[""ID""]},{""start"":14,""end"":18,""text"":""4614"",""labels"":[""ID""]},{""start"":1,""end"":9,""text"":""МОЭСК МС"",""labels"":[""PROJECT""]}]",18.202,"[МОЭСК МС] #HD4614 Запрос на изменение ""Необходимо реализовать возможность автоматического отправлении в КИС Баланс МЛ после срока действия. №4614""","2023-08-25T08:35:55.842549Z"
556,"1","2023-08-25T08:36:09.202570Z",603585,"[{""start"":21,""end"":91,""text"":""Не все фотографии выгружаются в отчёт ПАК МК «Реестр показаний для ГП»"",""labels"":[""TITLE""]},{""start"":13,""end"":19,""text"":""927619"",""labels"":[""ID""]},{""start"":0,""end"":9,""text"":""МРСК ЦиП "",""labels"":[""PROJECT""]}]",11.951,"МРСК ЦиП (SD 927619) Не все фотографии выгружаются в отчёт ПАК МК «Реестр показаний для ГП»","2023-08-25T08:36:09.202623Z"
557,"1","2023-08-25T08:36:18.969665Z",556127,"[{""start"":18,""end"":85,""text"":"" (Задача по письму 19.10.)Неизвестная ошибка при загрузке НСИ в ПАК"",""labels"":[""TITLE""]},{""start"":0,""end"":18,""text"":""МРСК ЦиП и Центра."",""labels"":[""PROJECT""]}]",8.343,"МРСК ЦиП и Центра. (Задача по письму 19.10.)Неизвестная ошибка при загрузке НСИ в ПАК","2023-08-25T08:36:18.969717Z"
558,"1","2023-08-25T08:36:33.985417Z",787373,"[{""start"":23,""end"":87,""text"":""Ошибка: В акте Корректировка НСИ не работает поиск по схеме сети"",""labels"":[""TITLE""]},{""start"":0,""end"":13,""text"":""[МРСК СевКав]"",""labels"":[""PROJECT""]},{""start"":17,""end"":22,""text"":""55517"",""labels"":[""ID""]}]",13.709,"[МРСК СевКав] #HD55517 Ошибка: В акте Корректировка НСИ не работает поиск по схеме сети","2023-08-25T08:36:33.985467Z"
559,"1","2023-08-25T08:36:41.916281Z",784114,"[{""start"":18,""end"":62,""text"":""Подготовка дайджеста обновления к 13.06.2023"",""labels"":[""TITLE""]},{""start"":0,""end"":16,""text"":""[МС] Россети ЦиП"",""labels"":[""PROJECT""]}]",6.198,"[МС] Россети ЦиП. Подготовка дайджеста обновления к 13.06.2023","2023-08-25T08:36:41.916335Z"
560,"1","2023-08-25T08:36:48.416245Z",733378,"[{""start"":10,""end"":60,""text"":""Не загрузились показания (по письму от 02.02.2023)"",""labels"":[""TITLE""]},{""start"":0,""end"":9,""text"":""МРСК ЦиП."",""labels"":[""PROJECT""]}]",5.021,"МРСК ЦиП. Не загрузились показания (по письму от 02.02.2023)","2023-08-25T08:36:48.416300Z"
561,"1","2023-08-25T08:37:00.147981Z",685790,"[{""start"":18,""end"":36,""text"":""Досогласование ЧТЗ"",""labels"":[""TITLE""]},{""start"":1,""end"":7,""text"":""КСК МС"",""labels"":[""PROJECT""]},{""start"":10,""end"":17,""text"":""МС. 01."",""labels"":[""OTHER""]}]",10.49,"[КСК МС]. МС. 01. Досогласование ЧТЗ","2023-08-25T08:37:00.148037Z"
562,"1","2023-08-25T08:37:10.124983Z",805071,"[{""start"":27,""end"":91,""text"":""Необходимо скорректировать процедуру передачи показаний в АС УТП"",""labels"":[""TITLE""]},{""start"":1,""end"":6,""text"":""МОЭСК"",""labels"":[""PROJECT""]},{""start"":10,""end"":14,""text"":""5323"",""labels"":[""ID""]}]",8.665,"[МОЭСК]#HD5323 (БЕСПЛАТНО) Необходимо скорректировать процедуру передачи показаний в АС УТП","2023-08-25T08:37:10.125035Z"
563,"1","2023-08-25T08:37:19.172425Z",691481,"[{""start"":25,""end"":46,""text"":""Ошибка создания пломб"",""labels"":[""TITLE""]},{""start"":1,""end"":11,""text"":""МРСК Центр"",""labels"":[""PROJECT""]},{""start"":16,""end"":23,""text"":""1364938"",""labels"":[""ID""]}]",7.661,"[МРСК Центр] #HD1364938  Ошибка создания пломб","2023-08-25T08:37:19.172481Z"
564,"1","2023-08-25T08:37:28.221997Z",658454,"[{""start"":19,""end"":44,""text"":""АДПУ по 522 не ушли в САП"",""labels"":[""TITLE""]},{""start"":1,""end"":6,""text"":""МОЭСК"",""labels"":[""PROJECT""]},{""start"":11,""end"":18,""text"":""970763 "",""labels"":[""ID""]}]",7.811,"[МОЭСК] #HD970763  АДПУ по 522 не ушли в САП","2023-08-25T08:37:28.222053Z"
565,"1","2023-08-25T08:37:42.223932Z",533314,"[{""start"":15,""end"":88,""text"":""Ошибка приложения АИС Кис Баланс, при занесении через мобильный контролер"",""labels"":[""TITLE""]},{""start"":93,""end"":99,""text"":""786615"",""labels"":[""ID""]},{""start"":9,""end"":14,""text"":""42465"",""labels"":[""ID""]},{""start"":0,""end"":5,""text"":""МОЭС."",""labels"":[""PROJECT""]}]",12.667,"МОЭС. HD-42465 Ошибка приложения АИС Кис Баланс, при занесении через мобильный контролер (SD 786615)","2023-08-25T08:37:42.223984Z"
566,"1","2023-08-25T08:37:54.736648Z",569566,"[{""start"":32,""end"":87,""text"":""При передаче от одного обходчика другому пропали пломбы"",""labels"":[""TITLE""]},{""start"":23,""end"":30,""text"":""2701069"",""labels"":[""ID""]},{""start"":0,""end"":19,""text"":""МРСК ЦиП и Центра. "",""labels"":[""PROJECT""]}]",11.152,"МРСК ЦиП и Центра. (SD 2701069) При передаче от одного обходчика другому пропали пломбы","2023-08-25T08:37:54.736700Z"
567,"1","2023-08-25T08:38:05.366740Z",667485,"[{""start"":19,""end"":63,""text"":""В поисковом окне в ЦК не открывается задание"",""labels"":[""TITLE""]},{""start"":0,""end"":6,""text"":""[МОЭСК"",""labels"":[""ID""]},{""start"":11,""end"":17,""text"":""982197"",""labels"":[""ID""]}]",9.044,"[МОЭСК] #HD982197  В поисковом окне в ЦК не открывается задание","2023-08-25T08:38:05.366801Z"
568,"1","2023-08-25T08:38:12.199693Z",561113,"[{""start"":19,""end"":78,""text"":""Некорректно формируется отчет \""Статистика снятия показаний\"""",""labels"":[""TITLE""]},{""start"":0,""end"":18,""text"":""МРСК ЦиП и Центра."",""labels"":[""PROJECT""]}]",5.254,"МРСК ЦиП и Центра. Некорректно формируется отчет ""Статистика снятия показаний""","2023-08-25T08:38:12.199756Z"
569,"1","2023-08-25T08:38:21.354792Z",699161,"[{""start"":18,""end"":63,""text"":""В КБ отсутствуют акты выполненных работ в ЦК."",""labels"":[""TITLE""]},{""start"":0,""end"":7,""text"":""[МОЭСК]"",""labels"":[""PROJECT""]},{""start"":10,""end"":17,""text"":""1024290"",""labels"":[""ID""]}]",7.69,"[МОЭСК]#HD1024290 В КБ отсутствуют акты выполненных работ в ЦК.","2023-08-25T08:38:21.354849Z"
570,"1","2023-08-25T08:38:30.636423Z",772327,"[{""start"":23,""end"":86,""text"":""Не сходятся данные в Сведения о ВКО и план и фактическая работа"",""labels"":[""TITLE""]},{""start"":1,""end"":7,""text"":""КСК МС"",""labels"":[""PROJECT""]},{""start"":9,""end"":23,""text"":""СК00-00427327 "",""labels"":[""ID""]}]",7.936,"[КСК МС] СК00-00427327 Не сходятся данные в Сведения о ВКО и план и фактическая работа","2023-08-25T08:38:30.636483Z"
571,"1","2023-08-25T08:38:44.082572Z",642582,"[{""start"":25,""end"":66,""text"":""Консультация по местоположению инспектора"",""labels"":[""TITLE""]},{""start"":19,""end"":24,""text"":""48385"",""labels"":[""ID""]},{""start"":0,""end"":15,""text"":""АО Янтарьэнерго"",""labels"":[""PROJECT""]}]",11.92,"АО Янтарьэнерго #HD48385 Консультация по местоположению инспектора","2023-08-25T08:38:44.082626Z"
572,"1","2023-08-25T08:38:53.329711Z",696620,"[{""start"":11,""end"":46,""text"":""Подготовка инструкции по обновлению"",""labels"":[""TITLE""]},{""start"":1,""end"":9,""text"":""МОЭСК МС"",""labels"":[""PROJECT""]}]",7.909,"[МОЭСК МС] Подготовка инструкции по обновлению","2023-08-25T08:38:53.329778Z"
573,"1","2023-08-25T08:39:04.804227Z",742492,"[{""start"":17,""end"":99,""text"":""Необходимо реализовать в ЦК разные формы Акта снятия показаний по юр. и физ. лицам"",""labels"":[""TITLE""]},{""start"":12,""end"":16,""text"":""4668"",""labels"":[""ID""]},{""start"":1,""end"":9,""text"":""МОЭСК МС"",""labels"":[""PROJECT""]}]",10.088,"[МОЭСК МС] #4668 Необходимо реализовать в ЦК разные формы Акта снятия показаний по юр. и физ. лицам","2023-08-25T08:39:04.804281Z"
574,"1","2023-08-25T08:39:15.973040Z",733856,"[{""start"":26,""end"":84,""text"":""Мобильные сервисы v4.1130.989. Медленная работа приложения"",""labels"":[""TITLE""]},{""start"":13,""end"":25,""text"":""52597, 52950"",""labels"":[""ID""]},{""start"":1,""end"":8,""text"":""МРСК СЗ"",""labels"":[""PROJECT""]}]",9.874,"[МРСК СЗ] #HD52597, 52950 Мобильные сервисы v4.1130.989. Медленная работа приложения","2023-08-25T08:39:15.973092Z"
575,"1","2023-08-25T08:39:23.303262Z",556920,"[{""start"":13,""end"":83,""text"":""Приложение МО не стабильно работает в режиме офлайн (Задача по письму)"",""labels"":[""TITLE""]},{""start"":0,""end"":11,""text"":""Казань. МС."",""labels"":[""PROJECT""]}]",5.806,"Казань. МС.  Приложение МО не стабильно работает в режиме офлайн (Задача по письму)","2023-08-25T08:39:23.303314Z"
576,"1","2023-08-25T08:39:30.253615Z",805995,"[{""start"":9,""end"":52,""text"":"" Техническая поддержка. Мониторинг. 07.2023"",""labels"":[""TITLE""]},{""start"":1,""end"":8,""text"":""МРСК СЗ"",""labels"":[""PROJECT""]}]",5.393,"[МРСК СЗ] Техническая поддержка. Мониторинг. 07.2023","2023-08-25T08:39:30.253671Z"
577,"1","2023-08-25T08:39:40.030421Z",683270,"[{""start"":38,""end"":72,""text"":""Показания не импортируются в Омнис"",""labels"":[""TITLE""]},{""start"":14,""end"":37,""text"":""1003169 1002634 1002612"",""labels"":[""ID""]},{""start"":1,""end"":9,""text"":""МОЭСК МС"",""labels"":[""PROJECT""]}]",8.363,"[МОЭСК МС] #HD1003169 1002634 1002612 Показания не импортируются в Омнис","2023-08-25T08:39:40.030473Z"
578,"1","2023-08-25T08:39:50.073822Z",602856,"[{""start"":47,""end"":107,""text"":""Не в полном объёме прошла интеграция из ARM диспетчера в SAP"",""labels"":[""TITLE""]},{""start"":15,""end"":45,""text"":""930461, 933024, 932850, 932989"",""labels"":[""ID""]},{""start"":0,""end"":10,""text"":""МРСК Центр"",""labels"":[""PROJECT""]}]",8.678,"МРСК Центр (SD 930461, 933024, 932850, 932989) Не в полном объёме прошла интеграция из ARM диспетчера в SAP","2023-08-25T08:39:50.073875Z"
579,"1","2023-08-25T08:39:57.681074Z",684335,"[{""start"":13,""end"":49,""text"":"" Ошибка при поиске акта по номеру ПУ"",""labels"":[""TITLE""]},{""start"":1,""end"":12,""text"":""МРСК СевКав"",""labels"":[""PROJECT""]}]",6.247,"[МРСК СевКав] Ошибка при поиске акта по номеру ПУ","2023-08-25T08:39:57.681127Z"
580,"1","2023-08-25T08:40:07.481227Z",629748,"[{""start"":18,""end"":84,""text"":""В МО отображаются номера бланков, которые не выдавались сотруднику"",""labels"":[""TITLE""]},{""start"":0,""end"":5,""text"":""МОЭСК"",""labels"":[""PROJECT""]},{""start"":10,""end"":16,""text"":""929360"",""labels"":[""ID""]}]",8.487,"МОЭСК (SD 929360) В МО отображаются номера бланков, которые не выдавались сотруднику","2023-08-25T08:40:07.481277Z"
581,"1","2023-08-25T08:40:19.500590Z",739595,"[{""start"":23,""end"":63,""text"":"" Не отображается ЛС при поиске по адресу"",""labels"":[""TITLE""]},{""start"":10,""end"":23,""text"":""СК00-00404746"",""labels"":[""ID""]},{""start"":1,""end"":7,""text"":""КСК МС"",""labels"":[""PROJECT""]}]",10.579,"[КСК МС] #СК00-00404746 Не отображается ЛС при поиске по адресу","2023-08-25T08:40:19.500642Z"
582,"1","2023-08-25T08:40:26.801763Z",658289,"[{""start"":13,""end"":44,""text"":""Не совпадают id показаний в АРМ"",""labels"":[""TITLE""]},{""start"":0,""end"":11,""text"":""МРСК СК ЛКК"",""labels"":[""PROJECT""]}]",5.701,"МРСК СК ЛКК. Не совпадают id показаний в АРМ","2023-08-25T08:40:26.801819Z"
583,"1","2023-08-25T08:40:37.475048Z",525815,"[{""start"":12,""end"":104,""text"":""Необходимо загрузить базу данных мобильный обходчик данными НСИ из 1С Энергобиллинг по 2 РЭС"",""labels"":[""TITLE""]},{""start"":0,""end"":11,""text"":""Казань. МС."",""labels"":[""PROJECT""]},{""start"":106,""end"":119,""text"":""СК00-00263506"",""labels"":[""ID""]}]",9.339,"Казань. МС. Необходимо загрузить базу данных мобильный обходчик данными НСИ из 1С Энергобиллинг по 2 РЭС (СК00-00263506)","2023-08-25T08:40:37.475099Z"
584,"1","2023-08-25T08:40:47.328081Z",533747,"[{""start"":22,""end"":117,""text"":""В МЛИ при выполнении операции создание заявки на добавления в маршрут невозможно найти абонента"",""labels"":[""TITLE""]},{""start"":16,""end"":22,""text"":""42480 "",""labels"":[""ID""]},{""start"":0,""end"":12,""text"":""МРСК СевКав."",""labels"":[""PROJECT""]}]",8.549,"МРСК СевКав. HD-42480 В МЛИ при выполнении операции создание заявки на добавления в маршрут невозможно найти абонента","2023-08-25T08:40:47.328136Z"
585,"1","2023-08-25T08:40:57.089361Z",541315,"[{""start"":21,""end"":86,""text"":"" Ошибка при попытке отправить маршрутный лист в мобильные сервисы"",""labels"":[""TITLE""]},{""start"":16,""end"":21,""text"":""42742"",""labels"":[""ID""]},{""start"":0,""end"":12,""text"":""МРСК СевКав."",""labels"":[""PROJECT""]}]",8.386,"МРСК СевКав. HD-42742 Ошибка при попытке отправить маршрутный лист в мобильные сервисы","2023-08-25T08:40:57.089413Z"
586,"1","2023-08-25T08:41:07.692056Z",753699,"[{""start"":23,""end"":85,""text"":""Работы по замене ПУ не переданы из АРМ Диспетчера в КИС Баланс"",""labels"":[""TITLE""]},{""start"":15,""end"":22,""text"":""1107846"",""labels"":[""ID""]},{""start"":1,""end"":9,""text"":""МОЭСК МС"",""labels"":[""PROJECT""]}]",9.087,"[МОЭСК МС] #HD 1107846 Работы по замене ПУ не переданы из АРМ Диспетчера в КИС Баланс","2023-08-25T08:41:07.692114Z"
587,"1","2023-08-25T08:41:27.867642Z",659778,"[{""start"":22,""end"":86,""text"":""Предоставление прав доступа, смена пароля\/восстановление доступа"",""labels"":[""TITLE""]},{""start"":1,""end"":7,""text"":""КСК МС"",""labels"":[""PROJECT""]},{""start"":9,""end"":20,""text"":""ТП. 08.2022"",""labels"":[""OTHER""]}]",18.353,"[КСК МС] ТП. 08.2022. Предоставление прав доступа, смена пароля/восстановление доступа","2023-08-25T08:41:27.867694Z"
588,"1","2023-08-25T08:41:36.663673Z",743510,"[{""start"":20,""end"":57,""text"":""Техническая поддержка. Анализ 03.2023"",""labels"":[""TITLE""]},{""start"":1,""end"":17,""text"":""МРСК ЦиП и Центр"",""labels"":[""PROJECT""]}]",7.36,"[МРСК ЦиП и Центр]. Техническая поддержка. Анализ 03.2023","2023-08-25T08:41:36.663729Z"
589,"1","2023-08-25T08:41:46.290873Z",799174,"[{""start"":18,""end"":70,""text"":"" Коми Мобильный обходчик v846 Бесконечный Loading..."",""labels"":[""TITLE""]},{""start"":1,""end"":8,""text"":""МРСК СЗ"",""labels"":[""PROJECT""]},{""start"":13,""end"":18,""text"":""56169"",""labels"":[""ID""]}]",8.251,"[МРСК СЗ] #HD56169 Коми Мобильный обходчик v846 Бесконечный Loading...","2023-08-25T08:41:46.290930Z"
590,"1","2023-08-25T08:41:56.882349Z",674325,"[{""start"":13,""end"":75,""text"":""Карты не грузятся при переходе в личный кабинет из приложения."",""labels"":[""TITLE""]},{""start"":0,""end"":12,""text"":""МРСК СК ЛКК."",""labels"":[""PROJECT""]}]",9.25,"МРСК СК ЛКК. Карты не грузятся при переходе в личный кабинет из приложения.","2023-08-25T08:41:56.882402Z"
591,"1","2023-08-25T08:42:10.134797Z",784207,"[{""start"":32,""end"":97,""text"":""Тестирование и отгрузка обновлений на тестовую БД заказчика по МС"",""labels"":[""TITLE""]},{""start"":0,""end"":31,""text"":""[NE] ПАО «Россети Северо-Запад»"",""labels"":[""PROJECT""]}]",11.933,"[NE] ПАО «Россети Северо-Запад» Тестирование и отгрузка обновлений на тестовую БД заказчика по МС","2023-08-25T08:42:10.134851Z"
592,"1","2023-08-25T08:42:20.628279Z",674189,"[{""start"":18,""end"":44,""text"":""Миграция Маршрутных Листов"",""labels"":[""TITLE""]},{""start"":1,""end"":6,""text"":""МОЭСК"",""labels"":[""PROJECT""]},{""start"":11,""end"":17,""text"":""990039"",""labels"":[""ID""]}]",8.688,"[МОЭСК] #HD990039 Миграция Маршрутных Листов","2023-08-25T08:42:20.628329Z"
593,"1","2023-08-25T08:42:33.281917Z",556024,"[{""start"":29,""end"":100,""text"":""В Акте допуска ПУ по ТП нет возможности сделать фото с типом \""Новый ПУ\"""",""labels"":[""TITLE""]},{""start"":0,""end"":6,""text"":""МОЭСК."",""labels"":[""PROJECT""]},{""start"":21,""end"":27,""text"":""822432"",""labels"":[""ID""]},{""start"":10,""end"":15,""text"":""43715"",""labels"":[""ID""]}]",11.317,"МОЭСК. HD-43715  (SD 822432) В Акте допуска ПУ по ТП нет возможности сделать фото с типом ""Новый ПУ""","2023-08-25T08:42:33.281968Z"
594,"1","2023-08-25T08:42:42.440403Z",746379,"[{""start"":25,""end"":56,""text"":""Выгрузка примечаний за 2022 год"",""labels"":[""TITLE""]},{""start"":17,""end"":24,""text"":""1612137"",""labels"":[""ID""]},{""start"":1,""end"":11,""text"":""МРСК Центр"",""labels"":[""PROJECT""]}]",7.867,"[МРСК Центр] #HD 1612137 Выгрузка примечаний за 2022 год","2023-08-25T08:42:42.440454Z"
595,"1","2023-08-25T08:42:53.184142Z",603151,"[{""start"":29,""end"":71,""text"":""Ошибка при выгрузке контрольных показаний."",""labels"":[""TITLE""]},{""start"":13,""end"":27,""text"":""940450, 940135"",""labels"":[""ID""]},{""start"":0,""end"":8,""text"":""МРСК ЦиП"",""labels"":[""PROJECT""]}]",9.4,"МРСК ЦиП (SD 940450, 940135) Ошибка при выгрузке контрольных показаний.","2023-08-25T08:42:53.184193Z"
596,"1","2023-08-25T08:43:02.426120Z",811343,"[{""start"":20,""end"":51,""text"":""В Омнис не отразились изменения"",""labels"":[""TITLE""]},{""start"":1,""end"":9,""text"":""МОЭСК МС"",""labels"":[""PROJECT""]},{""start"":12,""end"":19,""text"":""1187586"",""labels"":[""ID""]}]",7.919,"[МОЭСК МС] #1187586 В Омнис не отразились изменения","2023-08-25T08:43:02.426172Z"
597,"1","2023-08-25T08:43:14.735122Z",557998,"[{""start"":25,""end"":83,""text"":""При направлении МЛ в ЦК в ОМНИС остается статус утвержден."",""labels"":[""TITLE""]},{""start"":17,""end"":23,""text"":""825836"",""labels"":[""ID""]},{""start"":0,""end"":6,""text"":""МОЭСК-"",""labels"":[""PROJECT""]}]",10.964,"МОЭСК-43848  (SD 825836) При направлении МЛ в ЦК в ОМНИС остается статус утвержден.","2023-08-25T08:43:14.735173Z"
598,"1","2023-08-25T08:43:25.405789Z",761230,"[{""start"":23,""end"":80,""text"":""Ошибка интеграция показаний из Моб. Сервисов в АИС OmniUS"",""labels"":[""TITLE""]},{""start"":1,""end"":12,""text"":""МРСК СевКав"",""labels"":[""PROJECT""]},{""start"":17,""end"":22,""text"":""54063"",""labels"":[""ID""]}]",9.172,"[МРСК СевКав] #HD54063 Ошибка интеграция показаний из Моб. Сервисов в АИС OmniUS","2023-08-25T08:43:25.405845Z"
599,"1","2023-08-25T08:43:39.105615Z",805719,"[{""start"":20,""end"":91,""text"":""При работе на мобильном устройстве ПАК МК отсутствует лицевой счет и ТУ"",""labels"":[""TITLE""]},{""start"":1,""end"":9,""text"":""МРСК ЦиП"",""labels"":[""PROJECT""]},{""start"":12,""end"":20,""text"":""1860445 "",""labels"":[""ID""]}]",11.915,"[МРСК ЦиП] #1860445 При работе на мобильном устройстве ПАК МК отсутствует лицевой счет и ТУ","2023-08-25T08:43:39.105665Z"
600,"1","2023-08-25T08:43:48.097606Z",643665,"[{""start"":18,""end"":61,""text"":""В ЦК у пользователя не видно выданных пломб"",""labels"":[""TITLE""]},{""start"":0,""end"":5,""text"":""МОЭСК"",""labels"":[""PROJECT""]},{""start"":10,""end"":16,""text"":""950461"",""labels"":[""ID""]}]",7.633,"МОЭСК (SD 950461) В ЦК у пользователя не видно выданных пломб","2023-08-25T08:43:48.097660Z"
601,"1","2023-08-25T08:44:05.142959Z",544593,"[{""start"":18,""end"":147,""text"":""При попытке открытия акта вылетает ошибка, тогда как ссылка присутствует и если ее вручную скопировать в браузер - фото открывает"",""labels"":[""TITLE""]},{""start"":152,""end"":158,""text"":""796848"",""labels"":[""ID""]},{""start"":10,""end"":16,""text"":""43007 "",""labels"":[""ID""]},{""start"":0,""end"":6,""text"":""МОЭСК."",""labels"":[""PROJECT""]}]",15.62,"МОЭСК. HD-43007   При попытке открытия акта вылетает ошибка, тогда как ссылка присутствует и если ее вручную скопировать в браузер - фото открывает (SD 796848)","2023-08-25T08:44:05.143013Z"
602,"1","2023-08-25T08:44:18.811784Z",691530,"[{""start"":24,""end"":82,""text"":""Сбой при выполнении фотофиксации ПАК \""Мобильный контролер\"""",""labels"":[""TITLE""]},{""start"":1,""end"":11,""text"":""МРСК Центр"",""labels"":[""PROJECT""]},{""start"":16,""end"":23,""text"":""1365894"",""labels"":[""ID""]}]",12.338,"[МРСК Центр] #HD1365894 Сбой при выполнении фотофиксации ПАК ""Мобильный контролер""","2023-08-25T08:44:18.811844Z"
603,"1","2023-08-25T08:44:30.750372Z",656444,"[{""start"":26,""end"":97,""text"":""В детализации ЛС не отображаются данные по \""Исполнителю\"" и \""Тип обхода\"""",""labels"":[""TITLE""]},{""start"":1,""end"":7,""text"":""КСК МС"",""labels"":[""PROJECT""]},{""start"":12,""end"":25,""text"":""СК00-00351496"",""labels"":[""ID""]}]",10.596,"[КСК МС] #HDСК00-00351496 В детализации ЛС не отображаются данные по ""Исполнителю"" и ""Тип обхода""","2023-08-25T08:44:30.750428Z"
604,"1","2023-08-25T08:44:42.261065Z",677473,"[{""start"":15,""end"":57,""text"":"" Акт на ограничение не импортировался в КБ"",""labels"":[""TITLE""]},{""start"":0,""end"":5,""text"":""МОЭСК"",""labels"":[""PROJECT""]},{""start"":9,""end"":15,""text"":""995134"",""labels"":[""ID""]}]",9.914,"МОЭСК #HD995134 Акт на ограничение не импортировался в КБ","2023-08-25T08:44:42.261116Z"
605,"1","2023-08-25T08:44:52.956865Z",641387,"[{""start"":25,""end"":78,""text"":""Ошибка при назначении на контролера маршрутного листа"",""labels"":[""TITLE""]},{""start"":1,""end"":7,""text"":""КСК МС"",""labels"":[""PROJECT""]},{""start"":10,""end"":23,""text"":""СК00-00341208"",""labels"":[""ID""]}]",9.362,"[КСК МС] (СК00-00341208) Ошибка при назначении на контролера маршрутного листа","2023-08-25T08:44:52.956916Z"
606,"1","2023-08-25T08:45:02.474962Z",752042,"[{""start"":26,""end"":79,""text"":""После синхронизации отсутствуют акты в АРМ Диспетчера"",""labels"":[""TITLE""]},{""start"":12,""end"":25,""text"":""СК00-00413942"",""labels"":[""ID""]},{""start"":1,""end"":7,""text"":""КСК МС"",""labels"":[""PROJECT""]}]",8.147,"[КСК МС] #HDСК00-00413942 После синхронизации отсутствуют акты в АРМ Диспетчера ","2023-08-25T08:45:02.475013Z"
607,"1","2023-08-25T08:45:14.922148Z",694214,"[{""start"":22,""end"":50,""text"":""Не выгружают планы работ АРМ"",""labels"":[""TITLE""]},{""start"":14,""end"":22,""text"":""1379180 "",""labels"":[""ID""]},{""start"":1,""end"":9,""text"":""МРСК ЦиП"",""labels"":[""PROJECT""]}]",11.1,"[МРСК ЦиП] #HD1379180 Не выгружают планы работ АРМ","2023-08-25T08:45:14.922199Z"
608,"1","2023-08-25T08:45:26.346470Z",681618,"[{""start"":19,""end"":56,""text"":""Ошибка при передаче пломбы на участок"",""labels"":[""TITLE""]},{""start"":1,""end"":6,""text"":""МОЭСК"",""labels"":[""PROJECT""]},{""start"":11,""end"":19,""text"":""1000030 "",""labels"":[""ID""]}]",9.981,"[МОЭСК] #HD1000030 Ошибка при передаче пломбы на участок","2023-08-25T08:45:26.346525Z"
609,"1","2023-08-25T08:45:35.698096Z",630148,"[{""start"":7,""end"":27,""text"":""Заполнение дайджеста"",""labels"":[""TITLE""]},{""start"":0,""end"":5,""text"":""МОЭСК"",""labels"":[""PROJECT""]}]",7.986,"МОЭСК. Заполнение дайджеста","2023-08-25T08:45:35.698151Z"
610,"1","2023-08-25T08:45:53.474490Z",591627,"[{""start"":18,""end"":49,""text"":""Ошибка при занесении пломб в ЦК"",""labels"":[""TITLE""]},{""start"":0,""end"":6,""text"":""МОЭСК."",""labels"":[""PROJECT""]},{""start"":10,""end"":16,""text"":""870093"",""labels"":[""ID""]}]",16.201,"МОЭСК.(SD 870093) Ошибка при занесении пломб в ЦК","2023-08-25T08:45:53.474542Z"
